system:index,ID,date,month,system:band_names,system:bands,system:time_start,timeFormat,year,.geo
96,1987-01-01T00:00:00,1987-01-01T00:00:00,1.0,[total_precipitation],<Element>,536457600000,1987-01-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
97,1987-02-01T00:00:00,1987-02-01T00:00:00,2.0,[total_precipitation],<Element>,539136000000,1987-02-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
98,1987-03-01T00:00:00,1987-03-01T00:00:00,3.0,[total_precipitation],<Element>,541555200000,1987-03-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
99,1987-04-01T00:00:00,1987-04-01T00:00:00,4.0,[total_precipitation],<Element>,544233600000,1987-04-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
100,1987-05-01T00:00:00,1987-05-01T00:00:00,5.0,[total_precipitation],<Element>,546825600000,1987-05-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
101,1987-06-01T00:00:00,1987-06-01T00:00:00,6.0,[total_precipitation],<Element>,549504000000,1987-06-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
102,1987-07-01T00:00:00,1987-07-01T00:00:00,7.0,[total_precipitation],<Element>,552096000000,1987-07-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
103,1987-08-01T00:00:00,1987-08-01T00:00:00,8.0,[total_precipitation],<Element>,554774400000,1987-08-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
104,1987-09-01T00:00:00,1987-09-01T00:00:00,9.0,[total_precipitation],<Element>,557452800000,1987-09-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
105,1987-10-01T00:00:00,1987-10-01T00:00:00,10.0,[total_precipitation],<Element>,560044800000,1987-10-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
106,1987-11-01T00:00:00,1987-11-01T00:00:00,11.0,[total_precipitation],<Element>,562723200000,1987-11-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
107,1987-12-01T00:00:00,1987-12-01T00:00:00,12.0,[total_precipitation],<Element>,565315200000,1987-12-01T00:00,1987.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
108,1988-01-01T00:00:00,1988-01-01T00:00:00,1.0,[total_precipitation],<Element>,567993600000,1988-01-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
109,1988-02-01T00:00:00,1988-02-01T00:00:00,2.0,[total_precipitation],<Element>,570672000000,1988-02-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
110,1988-03-01T00:00:00,1988-03-01T00:00:00,3.0,[total_precipitation],<Element>,573177600000,1988-03-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
111,1988-04-01T00:00:00,1988-04-01T00:00:00,4.0,[total_precipitation],<Element>,575856000000,1988-04-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
112,1988-05-01T00:00:00,1988-05-01T00:00:00,5.0,[total_precipitation],<Element>,578448000000,1988-05-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
113,1988-06-01T00:00:00,1988-06-01T00:00:00,6.0,[total_precipitation],<Element>,581126400000,1988-06-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
114,1988-07-01T00:00:00,1988-07-01T00:00:00,7.0,[total_precipitation],<Element>,583718400000,1988-07-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
115,1988-08-01T00:00:00,1988-08-01T00:00:00,8.0,[total_precipitation],<Element>,586396800000,1988-08-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
116,1988-09-01T00:00:00,1988-09-01T00:00:00,9.0,[total_precipitation],<Element>,589075200000,1988-09-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
117,1988-10-01T00:00:00,1988-10-01T00:00:00,10.0,[total_precipitation],<Element>,591667200000,1988-10-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
118,1988-11-01T00:00:00,1988-11-01T00:00:00,11.0,[total_precipitation],<Element>,594345600000,1988-11-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
119,1988-12-01T00:00:00,1988-12-01T00:00:00,12.0,[total_precipitation],<Element>,596937600000,1988-12-01T00:00,1988.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
120,1989-01-01T00:00:00,1989-01-01T00:00:00,1.0,[total_precipitation],<Element>,599616000000,1989-01-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
121,1989-02-01T00:00:00,1989-02-01T00:00:00,2.0,[total_precipitation],<Element>,602294400000,1989-02-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
122,1989-03-01T00:00:00,1989-03-01T00:00:00,3.0,[total_precipitation],<Element>,604713600000,1989-03-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
123,1989-04-01T00:00:00,1989-04-01T00:00:00,4.0,[total_precipitation],<Element>,607392000000,1989-04-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
124,1989-05-01T00:00:00,1989-05-01T00:00:00,5.0,[total_precipitation],<Element>,609984000000,1989-05-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
125,1989-06-01T00:00:00,1989-06-01T00:00:00,6.0,[total_precipitation],<Element>,612662400000,1989-06-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
126,1989-07-01T00:00:00,1989-07-01T00:00:00,7.0,[total_precipitation],<Element>,615254400000,1989-07-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
127,1989-08-01T00:00:00,1989-08-01T00:00:00,8.0,[total_precipitation],<Element>,617932800000,1989-08-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
128,1989-09-01T00:00:00,1989-09-01T00:00:00,9.0,[total_precipitation],<Element>,620611200000,1989-09-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
129,1989-10-01T00:00:00,1989-10-01T00:00:00,10.0,[total_precipitation],<Element>,623203200000,1989-10-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
130,1989-11-01T00:00:00,1989-11-01T00:00:00,11.0,[total_precipitation],<Element>,625881600000,1989-11-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
131,1989-12-01T00:00:00,1989-12-01T00:00:00,12.0,[total_precipitation],<Element>,628473600000,1989-12-01T00:00,1989.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
132,1990-01-01T00:00:00,1990-01-01T00:00:00,1.0,[total_precipitation],<Element>,631152000000,1990-01-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
133,1990-02-01T00:00:00,1990-02-01T00:00:00,2.0,[total_precipitation],<Element>,633830400000,1990-02-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
134,1990-03-01T00:00:00,1990-03-01T00:00:00,3.0,[total_precipitation],<Element>,636249600000,1990-03-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
135,1990-04-01T00:00:00,1990-04-01T00:00:00,4.0,[total_precipitation],<Element>,638928000000,1990-04-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
136,1990-05-01T00:00:00,1990-05-01T00:00:00,5.0,[total_precipitation],<Element>,641520000000,1990-05-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
137,1990-06-01T00:00:00,1990-06-01T00:00:00,6.0,[total_precipitation],<Element>,644198400000,1990-06-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
138,1990-07-01T00:00:00,1990-07-01T00:00:00,7.0,[total_precipitation],<Element>,646790400000,1990-07-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
139,1990-08-01T00:00:00,1990-08-01T00:00:00,8.0,[total_precipitation],<Element>,649468800000,1990-08-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
140,1990-09-01T00:00:00,1990-09-01T00:00:00,9.0,[total_precipitation],<Element>,652147200000,1990-09-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
141,1990-10-01T00:00:00,1990-10-01T00:00:00,10.0,[total_precipitation],<Element>,654739200000,1990-10-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
142,1990-11-01T00:00:00,1990-11-01T00:00:00,11.0,[total_precipitation],<Element>,657417600000,1990-11-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
143,1990-12-01T00:00:00,1990-12-01T00:00:00,12.0,[total_precipitation],<Element>,660009600000,1990-12-01T00:00,1990.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
144,1991-01-01T00:00:00,1991-01-01T00:00:00,1.0,[total_precipitation],<Element>,662688000000,1991-01-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
145,1991-02-01T00:00:00,1991-02-01T00:00:00,2.0,[total_precipitation],<Element>,665366400000,1991-02-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
146,1991-03-01T00:00:00,1991-03-01T00:00:00,3.0,[total_precipitation],<Element>,667785600000,1991-03-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
147,1991-04-01T00:00:00,1991-04-01T00:00:00,4.0,[total_precipitation],<Element>,670464000000,1991-04-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
148,1991-05-01T00:00:00,1991-05-01T00:00:00,5.0,[total_precipitation],<Element>,673056000000,1991-05-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
149,1991-06-01T00:00:00,1991-06-01T00:00:00,6.0,[total_precipitation],<Element>,675734400000,1991-06-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
150,1991-07-01T00:00:00,1991-07-01T00:00:00,7.0,[total_precipitation],<Element>,678326400000,1991-07-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
151,1991-08-01T00:00:00,1991-08-01T00:00:00,8.0,[total_precipitation],<Element>,681004800000,1991-08-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
152,1991-09-01T00:00:00,1991-09-01T00:00:00,9.0,[total_precipitation],<Element>,683683200000,1991-09-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
153,1991-10-01T00:00:00,1991-10-01T00:00:00,10.0,[total_precipitation],<Element>,686275200000,1991-10-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
154,1991-11-01T00:00:00,1991-11-01T00:00:00,11.0,[total_precipitation],<Element>,688953600000,1991-11-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
155,1991-12-01T00:00:00,1991-12-01T00:00:00,12.0,[total_precipitation],<Element>,691545600000,1991-12-01T00:00,1991.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
156,1992-01-01T00:00:00,1992-01-01T00:00:00,1.0,[total_precipitation],<Element>,694224000000,1992-01-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
157,1992-02-01T00:00:00,1992-02-01T00:00:00,2.0,[total_precipitation],<Element>,696902400000,1992-02-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
158,1992-03-01T00:00:00,1992-03-01T00:00:00,3.0,[total_precipitation],<Element>,699408000000,1992-03-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
159,1992-04-01T00:00:00,1992-04-01T00:00:00,4.0,[total_precipitation],<Element>,702086400000,1992-04-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
160,1992-05-01T00:00:00,1992-05-01T00:00:00,5.0,[total_precipitation],<Element>,704678400000,1992-05-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
161,1992-06-01T00:00:00,1992-06-01T00:00:00,6.0,[total_precipitation],<Element>,707356800000,1992-06-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
162,1992-07-01T00:00:00,1992-07-01T00:00:00,7.0,[total_precipitation],<Element>,709948800000,1992-07-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
163,1992-08-01T00:00:00,1992-08-01T00:00:00,8.0,[total_precipitation],<Element>,712627200000,1992-08-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
164,1992-09-01T00:00:00,1992-09-01T00:00:00,9.0,[total_precipitation],<Element>,715305600000,1992-09-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
165,1992-10-01T00:00:00,1992-10-01T00:00:00,10.0,[total_precipitation],<Element>,717897600000,1992-10-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
166,1992-11-01T00:00:00,1992-11-01T00:00:00,11.0,[total_precipitation],<Element>,720576000000,1992-11-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
167,1992-12-01T00:00:00,1992-12-01T00:00:00,12.0,[total_precipitation],<Element>,723168000000,1992-12-01T00:00,1992.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
168,1993-01-01T00:00:00,1993-01-01T00:00:00,1.0,[total_precipitation],<Element>,725846400000,1993-01-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
169,1993-02-01T00:00:00,1993-02-01T00:00:00,2.0,[total_precipitation],<Element>,728524800000,1993-02-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
170,1993-03-01T00:00:00,1993-03-01T00:00:00,3.0,[total_precipitation],<Element>,730944000000,1993-03-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
171,1993-04-01T00:00:00,1993-04-01T00:00:00,4.0,[total_precipitation],<Element>,733622400000,1993-04-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
172,1993-05-01T00:00:00,1993-05-01T00:00:00,5.0,[total_precipitation],<Element>,736214400000,1993-05-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
173,1993-06-01T00:00:00,1993-06-01T00:00:00,6.0,[total_precipitation],<Element>,738892800000,1993-06-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
174,1993-07-01T00:00:00,1993-07-01T00:00:00,7.0,[total_precipitation],<Element>,741484800000,1993-07-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
175,1993-08-01T00:00:00,1993-08-01T00:00:00,8.0,[total_precipitation],<Element>,744163200000,1993-08-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
176,1993-09-01T00:00:00,1993-09-01T00:00:00,9.0,[total_precipitation],<Element>,746841600000,1993-09-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
177,1993-10-01T00:00:00,1993-10-01T00:00:00,10.0,[total_precipitation],<Element>,749433600000,1993-10-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
178,1993-11-01T00:00:00,1993-11-01T00:00:00,11.0,[total_precipitation],<Element>,752112000000,1993-11-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
179,1993-12-01T00:00:00,1993-12-01T00:00:00,12.0,[total_precipitation],<Element>,754704000000,1993-12-01T00:00,1993.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
180,1994-01-01T00:00:00,1994-01-01T00:00:00,1.0,[total_precipitation],<Element>,757382400000,1994-01-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
181,1994-02-01T00:00:00,1994-02-01T00:00:00,2.0,[total_precipitation],<Element>,760060800000,1994-02-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
182,1994-03-01T00:00:00,1994-03-01T00:00:00,3.0,[total_precipitation],<Element>,762480000000,1994-03-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
183,1994-04-01T00:00:00,1994-04-01T00:00:00,4.0,[total_precipitation],<Element>,765158400000,1994-04-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
184,1994-05-01T00:00:00,1994-05-01T00:00:00,5.0,[total_precipitation],<Element>,767750400000,1994-05-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
185,1994-06-01T00:00:00,1994-06-01T00:00:00,6.0,[total_precipitation],<Element>,770428800000,1994-06-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
186,1994-07-01T00:00:00,1994-07-01T00:00:00,7.0,[total_precipitation],<Element>,773020800000,1994-07-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
187,1994-08-01T00:00:00,1994-08-01T00:00:00,8.0,[total_precipitation],<Element>,775699200000,1994-08-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
188,1994-09-01T00:00:00,1994-09-01T00:00:00,9.0,[total_precipitation],<Element>,778377600000,1994-09-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
189,1994-10-01T00:00:00,1994-10-01T00:00:00,10.0,[total_precipitation],<Element>,780969600000,1994-10-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
190,1994-11-01T00:00:00,1994-11-01T00:00:00,11.0,[total_precipitation],<Element>,783648000000,1994-11-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
191,1994-12-01T00:00:00,1994-12-01T00:00:00,12.0,[total_precipitation],<Element>,786240000000,1994-12-01T00:00,1994.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
